Electricity.Timestep;Time;HH1 - Living room - Living Room Light (Energy Saving Lamp, 20W) [kWh];HH1 - Kitchen - Kitchen Light (20W) [kWh];HH1 - Bath - Bathroom Light (20W) [kWh];HH1 - Bath - Bathroom Mirror Light 10 W (LED) [kWh];HH1 - Bedroom - Bedroom Light (20W) [kWh];HH1 - Children's room 2 - Children Room Light Device (20W) [kWh];HH1 - Children's room - Children Room Light Device (20W) [kWh];HH1 - Kitchen - Egg Cooker / Russell Hobbs 14048-56 Stylo [kWh];HH1 - Kitchen - Juicer / Moulinex Vitafruit [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Single Stove Plate [kWh];HH1 - Kitchen - Nespresso Coffee Machine, Single Cup [kWh];HH1 - Kitchen - Food Slicer / DOMO Schneidemaschine DO521S [kWh];HH1 - Kitchen - Toaster Salco MT 400 [kWh];HH1 - Kitchen - Miele DG 1450 [kWh];HH1 - Kitchen - Handmixer / Phillips Robust HR 1581 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Kitchen - Extractor Hood / Miele DA 429-4 [kWh];HH1 - Kitchen - Miele DA 61 [kWh];HH1 - Kitchen - Deep Fryer / DeLonghi F 28311.W Rotofritteuse [kWh];HH1 - Kitchen - Ricecooker / Tristar RK-6112 [kWh];HH1 - Kitchen - Steam Cooker / Phillips HD9140 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [kWh];HH1 - Kitchen - Immersion Blender Noah Hit Top [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [kWh];HH1 - Kitchen - Fondue / Unold 48746 Asia [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - Digitalpiano / Kawai CN-23 [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Kitchen - Electric Kettle / Petra WK288 1.5L [kWh];HH1 - Living room - Energy Saving Lamp / EL-REF 11 E27 [kWh];HH1 - Kitchen - Vacuum Cleaner FiF [kWh];HH1 - Living room - Nintendo Wii [kWh];HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh];HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh];HH1 - Kitchen - Washing Machine AEG Öko Plus 1400 [kWh];HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh];HH1 - Kitchen - Siemens Kl 20 LA 65 (A+) [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Freezer Liebherr Premium no Frost 2358 (2011) [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Bath - Electric Razor Braun Cruzer 5 [kWh];HH1 - Bath - Electric Toothbrush Dondodent Professional Clean [kWh];HH1 - Living room - Phone Siemens Gigaset C320 [kWh];HH1 - Living room - Router O2 Box 6431 [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Living room - Yamaha RX-V667 [kWh];HH1 - Living room - Nintendo Wii [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh]
25800;18.12.2023 22:00;0.011333333333333332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014257349118891665;0;0;0;0;0;0;0.009024040075253866;0;0;0;0;0.0081963417;0.0013635019112523243;0.016300904206284147;0.01300999999999999;0.0028101879403667437;0.0009567525704918034;0.00022808283169398896;0.002780144054644809;0.006407577560109291;0.0010570871535922376;0.002090040470191459;0.0013653784717429457;0.00013543709017042334;0.003044163083393384;0.01199161817423375;0.0008957540107622057;0.025316242417270388;0.024828131697914466
25860;18.12.2023 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012121631266666667;0.0013460899183714915;0.02537199240245901;0.01300999999999999;0.002773470493267139;0.0009518537907103823;0.00021979215628415292;0.002777171386065574;0.006413060789617487;0.0010859930779251064;0.0020731410065452675;0.0013521660776995418;0.00027778604150791454;0.0029379116217662996;0.011945557759932338;0.001963717162733951;0.024645176563041386;0.00044755775895034925
25920;19.12.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.0013479047553640463;0.020524744790710373;0.01300999999999999;0.002785578244496236;0.0009492720112021856;0.0002221254775956284;0.002777370948907103;0.006407884265027321;0.0010898102348296244;0.002085744747905159;0.0013794541282581803;0.0002772735127077018;0.0030314032016214216;0.012141002765932113;0.001991295795446611;0.024975410381559197;0
25980;19.12.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014515638349999999;0.0013754264817869212;0.016070802907923495;0.01300999999999999;0.002786925672695541;0.0009521039032786887;0.00022166881366120217;0.002776675386065573;0.006407918098360654;0.0010785431214025243;0.002115471623620808;0.001343521843221514;0.00027998636614513903;0.0029575868191013995;0.012122771470723085;0.0019864939391082822;0.02430402031882309;0
26040;19.12.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011065731433333332;0.0013493326476054952;0.015388291210109286;0.01300999999999999;0.0027765056336888816;0.000954729030601093;0.0002220146122950818;0.0027804960636612004;0.006408016010928961;0.001073846498150204;0.0021031985774483467;0.0013565661232567972;0.0002753025821530778;0.002993091769599009;0.012158797111026864;0.001974913913605122;0.02512169009234778;0
26100;19.12.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010341272766666664;0.0013309689785996174;0.017607246017486335;0.01300999999999999;0.00279743915717274;0.0009460722530054641;0.00021968824617486337;0.002780288459836064;0.006407782445355191;0.0010846113653293493;0.002147758268109134;0.001357350610219284;0.0002847058890276868;0.0029895621972922458;0.01210771418032744;0.0019607415535259996;0.025233925927844507;0
26160;19.12.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00562581585;0.0013465168569905667;0.028358975089071026;0.01300999999999999;0.0027686257184848647;0.0009514971997267758;0.00021736823770491807;0.002776514322404369;0.006413128081967211;0.0010712040552577008;0.002092007067007988;0.0013515567425842307;0.00027885484782918233;0.002990743886528943;0.012110652723117624;0.001965603414333615;0.02502438238783991;0
26220;19.12.2023 05:00;0.014666666666666665;0;0.0016666666666666663;0.0008333333333333332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0199813126578394;0;0;0;0;0;0;0.012064877860269357;0;0;0;0;0.009446880099999999;0.0013641235929578736;0.015213384804098359;0.01300999999999999;0.002799482543560276;0.0009553230603825137;0.0002221649871584699;0.002776735948907103;0.006413015122950819;0.001062218949378119;0.0021067860410203462;0.0013494077171388049;7.510540838375023E-05;0.0029482320874215603;0.011830824786883538;0.0005321983874499216;0.02529103076708707;0.0007722870556713899
26280;19.12.2023 06:00;0.0019999999999999996;0.006999999999999999;0.0033333333333333327;0.0016666666666666663;0;0;0.014666666666666665;0.02893587543598765;0.028463817227192965;0.005222138627353285;0.27631831967213133;0.008666609804098365;0.002467147003742537;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016640828616759891;0;0;0;0;0;0;0.0016351110577161024;0;0;0;0;0.013260498349999999;0.0008575049457803166;0.01389154007704918;0.01300999999999999;0.0028000500342939606;0.0009544400180327867;0.0002289811289617485;0.0027778725909836056;0.0064129070382513646;0.0010688446506701916;0.0020730942902460548;0.0013668654241873746;0.00026049072951479064;0.0029947069376967473;0.012088716445696795;0.0017736232276404137;0.02496880646948854;0.02568065767466726
26340;19.12.2023 07:00;0.009;0.01733333333333333;0.004666666666666666;0.002333333333333333;0;0;0.019999999999999997;0.031177489160288424;0.033378805021274285;0.011997537830810838;0.3302966370212295;0.008666609804098365;0.002173059833803151;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008803539594728495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.00027968127880903114;0.017131055617759565;0.01300999999999999;0.0015584717291998182;0.0009462823087431691;0.0002158550117486339;0.002780485437978141;0.006409931016393441;0.0010833089230582729;0.0020578297316471215;0.001343053592853085;0.00027793171266852985;0.0030012194275911576;0.012104263431047523;0.0019290608569980869;0.02499487131502705;0.025087294738042193
26400;19.12.2023 08:00;0.019999999999999997;0.014999999999999998;0;0;0;0;0.004333333333333332;0;0;0.010274322709265838;0.267203048978142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01911201847836843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009433350499999998;0.00043548410059084005;0.02211628376284153;0.01300999999999999;0;0.000951592306010929;0.0002257337592896174;0.002779981172950819;0.006412890306010927;0.001090175181552896;0.0021427204111370475;0.0013336234522036217;0.0002745468189198511;0.0030010021005400637;0.012128340511286482;0.0019250381833598995;0.024882606415441995;0.02488203845588641
26460;19.12.2023 09:00;0.0009999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00030417619239379504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.0013537403131718613;0.023822823439617485;0.01300999999999999;0.0027317061579645707;0.0009549434084699455;0.0002205024125683059;0.002774809715846993;0.006407127150273224;0.0010538085949091467;0.0020963667453821402;0.001349100538165198;0.00027672780827231154;0.0029609723645316294;0.011832362389834096;0.0019577402189561786;0.02556203307089233;0.024807973852394777
26520;19.12.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013311028409295719;0.01650670469672131;0.01300999999999999;0.002819448834760102;0.000950039213661202;0.0002219023062841529;0.0027767173969945346;0.006411623363387978;0.0010901154322483667;0.0021110106355339236;0.0013458240268739827;0.00028178084525058527;0.0030243969194905427;0.01195181059163516;0.0020100454313655867;0.025386357905598383;0.024985384479631775
26580;19.12.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013289084317904159;0.01517849515546448;0.01300999999999999;0.002760636051475808;0.0009480585221311472;0.00021590140928961745;0.002777454120218578;0.006409834008196721;0.0010795252064346877;0.0020891711259876976;0.0013869305590401106;0.0002882810586850845;0.0030215360081319925;0.011777544428535503;0.0019544749161736394;0.02482866127096867;0.024602896842528567
26640;19.12.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.0013657972842439693;0.016106509019125678;0.01300999999999999;0.002762012567760362;0.0009515384871584696;0.000226783850546448;0.002781032450819673;0.006407831877049178;0.001095482636408681;0.002102684832446254;0.0013176913686869236;0.0002810734971390209;0.0029143477596943745;0.01174686521514932;0.0019840405256517746;0.02509301944322722;0.02488674123635261
26700;19.12.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010715627699999997;0.0013549564385558325;0.017126833015847;0.01300999999999999;0.002776421793235889;0.0009540257336065574;0.0002218875106557376;0.0027767257030054645;0.006415987330601091;0.0010985073264366007;0.0021015422996706018;0.0013588692213123213;0.0002824265761440056;0.0030100744547510608;0.012065227091402673;0.0019440310757984972;0.025040157916772932;0.025000131618252108
26760;19.12.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010821241283525391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010706939016666663;0.0013416856604487309;0.016462979672950823;0.01300999999999999;0.0012222064387715159;0.000952170168579235;0.00021507090792349722;0.0027778869816939885;0.00640974156830601;0.0010895007235877645;0.0020606681064454712;0.0013436235170725588;0.0002841982393134371;0.003069259046225421;0.012108808871464415;0.0019979069679957454;0.024806257973119927;0.024865095283343314
26820;19.12.2023 15:00;0.009999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01900850221580811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009082168766666664;0.001349378364825782;0.01866377796038251;0.01300999999999999;0;0.0009544316215846995;0.00022568537240437155;0.0027776180327868842;0.006407060603825137;0.0010847091532143619;0.002112363590478696;0.0013484473105400646;0.00028224996054123627;0.0029954656506198034;0.01196179547701212;0.0019871885691381086;0.025222356075108733;0.024873705334276654
26880;19.12.2023 16:00;0.011666666666666665;0;0;0;0;0.008333333333333331;0.004999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010466560877980433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009806627433333333;0.0013576613914448796;0.02200181539754098;0.01300999999999999;0.001296075746927242;0.0009470096677595627;0.00022366170300546436;0.002778351010928962;0.006408509989071038;0.0010919679846849784;0.002113399160053617;0.0013750140355135627;0.0002805367501974048;0.002964746202413741;0.012187711413503456;0.0019724664297632493;0.025612216138041242;0.0250668686213702
26940;19.12.2023 17:00;0.007666666666666665;0.010999999999999998;0.007666666666666665;0.0038333333333333327;0;0.012333333333333332;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8090404408552584;0.38442407902185777;0;0.004004482516666666;0.0013902662609456852;0.023299119554644813;0.01300999999999999;0.002808012558075907;0.0009527383073770493;0.00022133874262295072;0.002775399899726775;0.0064132028688524585;0.0010912048702355229;0.0020953584642065537;0.0013531989536057422;0.0002750785073170789;0.003006899612402362;0.012012149869725684;0.001978015436014963;0.024560531278833588;0.024990559263294986
27000;19.12.2023 18:00;0.019999999999999997;0;0.013999999999999999;0.006999999999999999;0;0;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005977377091356459;0;0;0;0;0;0;0;0;0;0;0;0.7805873541186271;0.1188721965382513;0;0.006773610933333333;0.0013640905992943933;0.017611608077049177;0.01300999999999999;0.0019502422867577066;0.0009513605027322403;0.0002149811994535519;0.0027783801912568303;0.006411903896174863;0.0010725944765600614;0.0021014107419457567;0.00134264403143747;0.00028137403589228126;0.0029754596063338544;0.012057059221332038;0.0019575812923279907;0.024866690435518247;0.02494831909269037
27060;19.12.2023 19:00;0.012999999999999998;0.004333333333333332;0;0;0;0;0.005666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018424333902960072;0;0.010164071065369398;0.020116909907820984;0.0108596947451398;0;0;0;0;0;0;0;0.0776063120656906;0.026934947300546422;0;0.009575316599999998;0.0013317414719289046;0.01711976576693989;0.01300999999999999;0;0.0009475898415300544;0.00022240175136612012;0.002778437913387977;0.006412905751366121;0.0010843489909069784;0.0006011361222521121;0.0003930501899431242;8.37926835478425E-05;0.0030201477904561237;0.011963313219740779;0.001909643922627694;0.0248415677965604;0.02518929978582237
27120;19.12.2023 20:00;0.007999999999999998;0.014333333333333332;0;0;0;0;0;0;0;0;0;0;0;0;1.0277005295172605;0;0;0;0;0;0;0;0;0;0;0;0;0.01659769692998505;0;0.014354273847393295;0.027175348391185263;0.015124100235831208;0;0;0;0;0;0;0;0;0;0;0.011989308766666667;0.0013702317411148036;0.015371281562841529;0.01300999999999999;0.00035883667130255344;0.0009516309486338797;0.00022960217786885235;0.0027775610336065563;0.006412621021857924;0.0010550315233054353;0;0;0;0.0030445196995076353;0.01205061101374062;0.0019540295913568024;0.02461362651216631;0.024839714678085836
27180;19.12.2023 21:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01868637774393063;0;0.013887374941026917;0.026302845532246058;0.015193928490260179;0;0;0;0;0;0;0;0;0;0;0.013235479016666664;0.0013383694218825656;0.01575492096448087;0.01300999999999999;0;0.0009549210330601095;0.00021830085245901643;0.002780802885245902;0.006407742456284153;0.001078479814419078;0;0;8.403760892230046E-06;0.003041921881184447;0.011941911046071767;0.0020003107649307532;0.024994400838055413;0.024282814472358378
27240;19.12.2023 22:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011065502930615237;0;0.013923770316652177;0.02754528573221677;0.01514760471823918;0;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.001335311795700144;0.016301114436612012;0.01300999999999999;0.0011132156139612918;0.0009525043956284152;0.00021697171010928956;0.0027781141202185794;0.006407947581967214;0.0010772148647230388;0;0;0;0.0029886079617081115;0.0119450123616929;0.001962949732611163;0.0250824971617458;0.024116848104233403
27300;19.12.2023 23:00;0.001333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009193327922252714;0.0009183049672354124;0.00100806111003004;0;0;0;0;0;0;0;0;0;0;0.011760200599999998;0.0013687673929140762;0.02322605218797814;0.01300999999999999;0.00277521767794545;0.00094522752704918;0.00022599877759562836;0.00278240712568306;0.006413754117486338;0.001056311402157195;0.0019778936945196095;0.0012132466379028155;0.00026835539468342685;0.003045779585385066;0.012407987261042136;0.0019440517858581097;0.024288461974693067;0
27360;20.12.2023 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0043677898500000005;0.001325183579289741;0.02266979683087431;0.01300999999999999;0.002842919218039271;0.0009528441666666666;0.0002237473035519124;0.0027787538450819668;0.006411877144808743;0.0010943853808172322;0.002030785136131509;0.0013801155181541083;0.0002801956632767518;0.0029507625422955483;0.011831900849570864;0.002000430713202716;0.0250379403091589;0
27420;20.12.2023 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0069251120999999985;0.0013540054896132342;0.015035643643442622;0.01300999999999999;0.0027277757986107188;0.0009550555915300547;0.00021920697185792348;0.002777159672131148;0.006412472423497269;0.0011026435384278725;0.002096945532156429;0.0013473912218627537;0.00028526197838458193;0.0030441839431399843;0.011733186030848107;0.0019161030389759635;0.0248566701263248;0
27480;20.12.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010704580099999998;0.0013727241838340158;0.014333907463387977;0.01300999999999999;0.002736744736537329;0.0009460903371584697;0.00021697171010928956;0.002778438604644808;0.006413805896174863;0.0011072949802407408;0.002073984048679747;0.001343068213490269;0.0002838922503547315;0.002998197164621393;0.012245665936708467;0.0019748050938869005;0.024919659307939563;0
27540;20.12.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012357177683333331;0.0013376632123506653;0.017643335269398902;0.01300999999999999;0.002841864642917273;0.0009490256338797812;0.00022822610163934415;0.002778158013661202;0.006407863256830602;0.0010709212024731097;0.0021231138489342053;0.0013421799648304126;0.00028566747022463904;0.002980177083995056;0.011961760059731135;0.001998894995031194;0.025003947709317548;0
27600;20.12.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081866981;0.0013467295925682426;0.025093507989071027;0.01300999999999999;0.00276817476799587;0.0009571333327868855;0.00021968048169398896;0.0027758752786885238;0.006412981191256831;0.0010790871351051244;0.0020834514281837676;0.0013763968867829448;0.000280010068013331;0.003044783051100969;0.012160901218237671;0.00198195626937468;0.02529205626013722;0
27660;20.12.2023 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013232385763087716;0.014125534707377048;0.01300999999999999;0.0027937350616928773;0.0009497692412568303;0.00021459299781420764;0.002777394901639343;0.006407605890710382;0.0010688158926854595;0.0020823095342499477;0.00135482709840952;0.00027460738219109107;0.003016906315498231;0.012147231381597541;0.001986113442986089;0.02512923117774541;0.0024883870466388593
27720;20.12.2023 06:00;0;0.005666666666666666;0.0019999999999999996;0.0009999999999999998;0;0;0;0.03825738272673651;0.03674454597662155;0.004165411959170834;0.1563132669289617;0.01733321960819673;0.005017576670946268;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0009752017382821483;0.013946717686612022;0.01300999999999999;0.0027975225208459703;0.0009486757655737702;0.00022794562377049173;0.0027780112385245898;0.006413332010928962;0.001098558440794995;0.002134152431348;0.0013568875284729544;0.00027183368273010734;0.0029617873864423664;0.012148001353351652;0.0019734075775244635;0.0246593436743113;0.02554159092072364
27780;20.12.2023 07:00;0.003666666666666666;0.01633333333333333;0.003666666666666666;0.001833333333333333;0;0;0;0;0;0.011380627525459602;0.33351105942560105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002499376021030087;0.004908322003632942;0.002834896714586625;0;0;0;0;0;0;0;0;0;0;0.010708343016666663;0.00035488514538968287;0.017130478884153005;0.01300999999999999;0.002801855379150391;0.0009524124745901639;0.0002218949035519124;0.002778975587431693;0.006412797915300547;0.001089107661374703;0.0016646314588619864;0.001109747954003429;0.00022950823672415646;0.0030085210629305875;0.011952935389282012;0.0019793945073444535;0.02528634246705405;0.024949051017626577
27840;20.12.2023 08:00;0.019999999999999997;0;0.0029999999999999996;0.0014999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013865366536187241;0.0275556801595001;0.015476349934211805;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.001346313684864592;0.021011674617213108;0.01300999999999999;0.0028078293415645214;0.000953343711202186;0.00021922366830601098;0.0027769717322404367;0.006407870344262294;0.001075592921300254;0;0;0;0.002966021248939195;0.011971372977580167;0.001910463859330769;0.0250382554111101;0.02549094968220359
27900;20.12.2023 09:00;0.009999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013747878989948399;0.026364151018563105;0.014962615660626583;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013496607021070304;0.02182192044972676;0.01300999999999999;0.002764641046204259;0.0009536816846994534;0.00021799847568306006;0.002778314877868852;0.006407750912568304;0.0010899190684020483;0;0;9.572368691998131E-06;0.003099946061797063;0.011955986281826507;0.001996364352805794;0.024887724558466925;0.02508217967810645
27960;20.12.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00822886225;0.0013495262121690646;0.02190120198224043;0.01300999999999999;0.002766953486587298;0.0009440102336065569;0.0002291188601092895;0.0027776180327868842;0.006412891131147539;0.001088080664468817;0.002085147944584545;0.0013705753885395456;0.0002767762562978567;0.003001639944608172;0.012093412471046873;0.0019185774925244085;0.025155953023994808;0.025534502758576494
28020;20.12.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009388704349999999;0.0013478363107646766;0.0204767620989071;0.01300999999999999;0.0027620848975314864;0.000950604945628415;0.00021891645628415297;0.002777795827868852;0.006410189983606555;0.0010793051971618906;0.0020826745024802923;0.0013590482677293286;0.000276849730515364;0.0029874422160869893;0.012202624020884584;0.001958586912682669;0.02520432987718789;0.025163654755736186
28080;20.12.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.001358549903737834;0.017195167336885236;0.01300999999999999;0.0027547384545064213;0.0009556416483606558;0.0002162611071038251;0.0027783891756830584;0.006412138021857924;0.0010880177651933546;0.002134172235044262;0.0013688165131312533;0.0002852767837089976;0.0030142735175420245;0.012252982061289846;0.001981038395141238;0.024799092222923966;0.024131381741469792
28140;20.12.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008185294099999999;0.0013627157830007025;0.017119818614754093;0.01300999999999999;0.0028352440614278222;0.0009543085625683061;0.00022805215464480864;0.0027782361366120198;0.006412589377049181;0.00110071907752654;0.002117599241929464;0.0013516273040090124;0.000274481341491982;0.003042900430096937;0.011867023310935703;0.0019866366419912557;0.024397687852455753;0.024632563326179097
28200;20.12.2023 14:00;0.009999999999999998;0;0.0016666666666666663;0.0008333333333333332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01177064756537556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010703502099999998;0.0013505196500401251;0.015391818189617485;0.01300999999999999;0.0010846279632357487;0.0009477916538251364;0.00022114454945355177;0.0027763153661202167;0.00641281731420765;0.001072699007033244;0.0021224706971697967;0.0013584880484062104;0.00027850548503791426;0.0029948674009071534;0.01186619564621577;0.0019746926909315248;0.024906404792564042;0.0251079033975747
28260;20.12.2023 15:00;0.019666666666666662;0;0.00033333333333333327;0.00016666666666666663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018182439783940005;0;0;0;0;0.02031309945991622;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013450589184272246;0.016819267257377046;0.01300999999999999;0.00014025642765715633;0.0009478050721311473;0.00022073711857923493;0.0027790138724043704;0.006407551136612021;0.001072057427780194;0.0020647020922733884;0.001372341069902985;0.00027911661795589375;0.002973491239003287;0.012168832217368954;0.0019759188688573924;0.02479171879514415;0.025006065204205695
