Electricity.Timestep;Time;HH1 - Living room - Living Room Light (Energy Saving Lamp, 20W) [kWh];HH1 - Kitchen - Kitchen Light (20W) [kWh];HH1 - Bath - Bathroom Light (20W) [kWh];HH1 - Bath - Bathroom Mirror Light 10 W (LED) [kWh];HH1 - Bedroom - Bedroom Light (20W) [kWh];HH1 - Children's room 2 - Children Room Light Device (20W) [kWh];HH1 - Children's room - Children Room Light Device (20W) [kWh];HH1 - Kitchen - Egg Cooker / Russell Hobbs 14048-56 Stylo [kWh];HH1 - Kitchen - Juicer / Moulinex Vitafruit [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Single Stove Plate [kWh];HH1 - Kitchen - Nespresso Coffee Machine, Single Cup [kWh];HH1 - Kitchen - Food Slicer / DOMO Schneidemaschine DO521S [kWh];HH1 - Kitchen - Toaster Salco MT 400 [kWh];HH1 - Kitchen - Miele DG 1450 [kWh];HH1 - Kitchen - Handmixer / Phillips Robust HR 1581 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Kitchen - Extractor Hood / Miele DA 429-4 [kWh];HH1 - Kitchen - Miele DA 61 [kWh];HH1 - Kitchen - Deep Fryer / DeLonghi F 28311.W Rotofritteuse [kWh];HH1 - Kitchen - Ricecooker / Tristar RK-6112 [kWh];HH1 - Kitchen - Steam Cooker / Phillips HD9140 [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [kWh];HH1 - Kitchen - Immersion Blender Noah Hit Top [kWh];HH1 - Kitchen - Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [kWh];HH1 - Kitchen - Fondue / Unold 48746 Asia [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - Digitalpiano / Kawai CN-23 [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Kitchen - Electric Kettle / Petra WK288 1.5L [kWh];HH1 - Living room - Energy Saving Lamp / EL-REF 11 E27 [kWh];HH1 - Kitchen - Vacuum Cleaner FiF [kWh];HH1 - Living room - Nintendo Wii [kWh];HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh];HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh];HH1 - Kitchen - Washing Machine AEG Öko Plus 1400 [kWh];HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh];HH1 - Kitchen - Siemens Kl 20 LA 65 (A+) [kWh];HH1 - Kitchen - Kitchen radio / AEG KRC 4323 CD [kWh];HH1 - Kitchen - Freezer Liebherr Premium no Frost 2358 (2011) [kWh];HH1 - Kitchen - Microwave Panasonic (1991) [kWh];HH1 - Living room - Laptop Sony Vaio SVE151G11M [kWh];HH1 - Bath - Electric Razor Braun Cruzer 5 [kWh];HH1 - Bath - Electric Toothbrush Dondodent Professional Clean [kWh];HH1 - Living room - Phone Siemens Gigaset C320 [kWh];HH1 - Living room - Router O2 Box 6431 [kWh];HH1 - Living room - CD/DVD Player / Philips DVDR 725 H [kWh];HH1 - Living room - Home Cinema System / Samsung HT-D5550 [kWh];HH1 - Living room - SAT Receiver / Kathrein UFS913 [kWh];HH1 - Living room - TV Medion MD20123_DE_A [kWh];HH1 - Living room - Hifi System / Sharp XL-HF300PH [kWh];HH1 - Living room - Yamaha RX-V667 [kWh];HH1 - Living room - Nintendo Wii [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh];House - Cellar - Circulation Pump / Grundfos Alpha Pro 25-40 180 [kWh]
23160;17.08.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009433350499999998;0.0013351086962231865;0.016832451255191255;0.01300999999999999;0.0027724410084396913;0.0009504795188524587;0.00022536971284153;0.00277877837978142;0.006408030491803277;0.0010817057522760011;0.00205806723502609;0.0013414256067160106;0.0002754715353354644;0.003086340657756526;0.01203674141181401;0.0019928891713390405;0;0
23220;17.08.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006764962266666666;0.001316676735210945;0.01634350403907103;0.01300999999999999;0.0027923027300618803;0.00095577509863388;0.00022173377267759552;0.002780421883333332;0.006408016010928962;0.0010892256447186327;0.0021040254436774154;0.0013341543490513487;0.0002769698312269917;0.0029962317805584055;0.012150106288145333;0.001976031946705353;0;0
23280;17.08.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013735407185733186;0.016466395855737705;0.01300999999999999;0.0027355536473076237;0.0009540304704918033;0.000222420207103825;0.0027765505846994525;0.006412918284153004;0.0010936137157592622;0.0021017771201316134;0.0013412134630904802;0.0002775289465792605;0.0029527469883084876;0.012327622066505745;0.0019350793137895806;0;0
23340;17.08.2023 05:00;0;0;0.0009999999999999998;0.0004999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0012888324995848019;0.01627969338333333;0.01300999999999999;0.0028682594821839514;0.0009481801598360651;0.00022001970519125682;0.002778693532786884;0.006407804084699452;0.0010740519452988033;0.002094701600514856;0.001324776545579071;0.00028075989403166576;0.0030037403552230953;0.012060252717877975;0.0019782738741569842;0;0
23400;17.08.2023 06:00;0;0;0.0006666666666666665;0.00033333333333333327;0;0;0.005999999999999999;0.030159720924294354;0.023457811540625748;0.0017679307057707906;0.10078630355191258;0.008666609804098365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01073240743333333;0.0012041492934546727;0.01610481527868852;0.01300999999999999;0.0028114463654077414;0.00094910528989071;0.0002173955174863388;0.0027762701393442613;0.0064061060136612015;0.0010930157232852359;0.0021262129870092336;0.0013505727748699434;0.0002727805187450251;0.002920630260224256;0.011789158160267276;0.0020187588760084505;0;0.02351827461428472
23460;17.08.2023 07:00;0;0;0;0;0;0;0;0;0.005728686566609291;0.011564492022216186;0.3371094310103005;0;0.0025621996056097596;0.0418369775956284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0173898244925973;0;0.001916902455739051;0.0035559178588485726;0.00211474343098638;0.006278716012102651;0;0;0;0;0;0;0;0;0;0.0094443981;0.00029223149443799576;0.018182605820765026;0.01300999999999999;0.0002259553186366297;0.0009514630010928961;0.0002280030027322403;0.0027789909161202177;0.006409479114754098;0.001080869638850455;0.0018233845547116765;0.0011726545991137453;0.0002412774844631257;0.0030090642815866725;0.012041854431300384;0.001948154689179044;0;0.02510404568661286
23520;17.08.2023 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01897225813425593;0;0.013737089002638073;0.02677386367675204;0.015072369959941684;0.040887499268654384;0;0;0;0;0;0;0;0;0;0.0107035021;0.001357349438765825;0.017529156327868847;0.01300999999999999;0;0.0009562097396174866;0.00021793663907103823;0.002778205975409835;0.0064130792923497255;0.0011033540212249406;0;0;0;0.003063131540507818;0.012093198137939703;0.0019424625319192168;0;0.024792757061383532
23580;17.08.2023 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001355987021804438;0;0.012114582568079058;0.023340802213548246;0.012930720936058963;0;0;0.11781889617486332;0;0;0;0;0;0;0;0.0094443981;0.001341802023051744;0.01786943304180327;0.01300999999999999;0.0026274361269771535;0.0009521612371584698;0.00021727034808743167;0.002778445047267759;0.006411473338797814;0.0010833107972498912;0.00028996768291546124;0.0001694025797626361;4.474358734380103E-05;0.002999746819745756;0.01190008967206607;0.0019720018620462696;0;0.02544360586677161
23640;17.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01820189771865805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081852941;0.0013511578241361902;0.017438195868306014;0.01300999999999999;0.0001459233106680077;0.0009467167163934423;0.00022926496502732226;0.0027793972959016386;0.006406578663934424;0.0011235841006894138;0.002055771620675153;0.0013506972448415673;0.00028075651666826157;0.003009649832389094;0.011870211965504928;0.0019160721360183888;0;0.024843928337837724
23700;17.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013859700747011382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009433350499999998;0.0013618420627691415;0.017521815676229503;0.01300999999999999;0.0008107794310518801;0.0009520112434426227;0.00021945021420765015;0.002779074584699453;0.006407775128415299;0.0010675159557884154;0.002115445938707792;0.0013905527486763978;0.0002884354489041454;0.0030160271892099647;0.01215491830934593;0.001990221423058394;0;0.024645413149844583
23760;17.08.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013438923130903938;0.017353069820765017;0.01300999999999999;0.0027806369703802882;0.0009533276057377051;0.00021796473196721312;0.0027766207412568303;0.006415704762295079;0.0010786570251915038;0.002100353717172896;0.0013567308533690217;0.00027848120761101705;0.00298901046345827;0.011941895802069771;0.0019820959147614815;0;0.024939469331746157
23820;17.08.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01605837177646718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.001346229068643794;0.018320497147540978;0.01300999999999999;0.0005215704709601333;0.0009532057374316943;0.00022712037322404366;0.0027770632568306004;0.006405396193989069;0.001088478534985847;0.002107026887057274;0.0013446493733478948;0.0002738044949058625;0.002976755669158768;0.011958752354300044;0.001959328891639801;0;0.024971103634179658
23880;17.08.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002906812193831861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081852941;0.0013587714055490426;0.023257762569672134;0.01300999999999999;0.0023376799125805468;0.0009525529448087431;0.00022081808469945336;0.0027768610163934416;0.00641282438797814;0.0010574394675036413;0.0021288726933807824;0.0013480030069191276;0.00028010706135042776;0.0029678743866347877;0.012235554958784513;0.0019165192004432646;0;0.02447191297894724
23940;17.08.2023 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081838901;0.0013581941891484175;0.020205966043989065;0.01300999999999999;0.002843811993118695;0.0009467614926229505;0.00022059879972677587;0.002776736243169399;0.006406919278688526;0.001106207646832797;0.002084030621730742;0.0013620933051898603;0.00028041750265855436;0.0029836488988945354;0.011999685562749258;0.001997330236867565;0;0.025207249988011788
24000;17.08.2023 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003359091143324845;0;0;0.01929996886078311;0.010581906555697188;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0013312387080225867;0.014031527747540979;0.01300999999999999;0.002399473510183111;0.0009520409352459016;0.00021543833524590158;0.002778508910655737;0.006408473759562842;0.0010684766057576234;0.002076934328204499;0.00039138527741894226;8.979965668841363E-05;0.002950909682052157;0.011696513643300035;0.0019214713879955295;0;0.02523260351318568
24060;17.08.2023 17:00;0.016666666666666663;0;0.0009999999999999998;0.0004999999999999999;0.00033333333333333327;0;0.01633333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01872339447966531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0094443981;0.0013426902732813354;0.016500594428688523;0.01300999999999999;0;0.0009547389387978141;0.00022214233251366123;0.002783617579234973;0.006416027202185792;0.0010685883619102046;0.002114380049693741;0.0013578489722139541;0.0002809463507175116;0.0030610937622589244;0.01183224264049037;0.002009919204487979;0;0.023891809602930015
24120;17.08.2023 18:00;0.008333333333333331;0.009333333333333332;0.002333333333333333;0.0011666666666666665;0;0;0.009999999999999998;0;0;0;0.14849403386885246;0;0;0;1.1326507621057287;0;0.9059177679560361;0.04335894742018033;0.19719756553549578;0;0;0;0;0;0;0;0;0.004477811876020389;0;0;0.01623354437934776;0;0;0;0;0;0;0.010217037602916833;0;0;0;0;0.0081852941;0.0013527313613615672;0.02249945520327869;0.012576333333333325;0.0020727296140813155;0.0009488754868852454;0.00022911822377049164;0.0027775662166666672;0.0064075171666666654;0.001091547740079055;0.0021437641406940565;0.0013542852833895336;0.00010826906292553821;0.0030201294259973414;0.011995901396634541;0.0007672387327619992;0;0.025008751411856527
24180;17.08.2023 19:00;0.016666666666666663;0.01333333333333333;0.002666666666666666;0.001333333333333333;0.010999999999999998;0;0;0;0;0;0;0;0;0;0.5773483248664238;0;0;0;0;0;0;0;0;0;0;0;0;0.010193434349284389;0;0;0.011136013717941661;0;0;0;0;0;0;0.007610313176014077;0;0.2390681015385817;0;0;0.0107049061;0.0013694376619098152;0.01920637569234972;0.01300999999999999;0.0012784835444377746;0.0009482960306010925;0.0002170246322404372;0.0027770926803278692;0.006407535103825136;0.0010780246829583606;0.00204528795788453;0.0013419993744374283;0.00016377800727794678;0.0030404934123123054;0.011899554165065841;0.0010927442813104937;0;0.025187403651634164
24240;17.08.2023 20:00;0.019999999999999997;0;0.018999999999999996;0.009499999999999998;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01903714694763614;0;0;0.0011205925479537372;0;0;0;0;0;0;0.0008268826596780561;0;0.8916130451746256;0;0.07434501840950707;0.0094443981;0.0013386206565943293;0.019089005450819672;0.01300999999999999;0;0.0009526545920765025;0.00022448753224043707;0.0027793571784153013;0.006407824688524591;0.0010774998619783053;0.002078202255934285;0.0013537266484822015;0.00026577715202926263;0.0029731662069575815;0.012262675075453604;0.0018616307556589965;0;0.0244392658041594
24300;17.08.2023 21:00;0.018;0;0;0;0.007666666666666665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015515222560546452;0;0;0.027741235753296067;0;0.02356015987780756;0;0;0;0;0.01634326772963513;0;0.6221667765342425;0;0;0.010709948099999998;0.0013828352484994105;0.018981470267759558;0.01300999999999999;0.00042558538137309096;0.0009561306691256834;0.00022116928032786873;0.002778831825956285;0.006407975221311475;0.0010921260471971968;0.0021286296329612233;0.0013383149144539884;0;0.0030531982707994363;0.011820530946120365;0;0;0.02504030428647387
24360;17.08.2023 22:00;0.01533333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015075782926334456;0;0;0.0008772242874560299;0;0.01159927550703149;0;0;0;0;0.0013262155253983565;0;0;0;0;0.010708343016666665;0.0013476373401851904;0.01847285803278688;0.01300999999999999;0.000682879133114262;0.0009529530357923494;0.00021668313661202184;0.0027787538450819676;0.0064079539836065565;0.0010578449691645549;0.0020442912992476464;0.001370824884214781;0.0002729838837795962;0.003024593928126131;0.012089652257793107;0.0018108248214992921;0;0.024658910150322393
24420;17.08.2023 23:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01885332873285501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081852941;0.0013755499652766303;0.018655008556557367;0.01300999999999999;0;0.0009450706800546444;0.00022667389207650264;0.0027793191674863396;0.006407866112021859;0.0010693776018875412;0.0021205176680975366;0.0013514260149287672;0.0002842328054358966;0.0030131174641305535;0.011867001587374065;0.0019418519624886292;0;0.0016479813037759991
24480;18.08.2023 00:00;0.019999999999999997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018697763956034997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009071121166666666;0.0013643453573020234;0.018428633694808735;0.01300999999999999;4.31074715840393E-05;0.0009525097256830599;0.0002210675284153004;0.002779360199453552;0.006407856863387977;0.0010758208715232118;0.0021265851892538767;0.0013335232186907798;0.00027877280782567527;0.0029773163340931657;0.012005842552210074;0.001960010371600946;0;0
24540;18.08.2023 01:00;0.0009999999999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006004774821084303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011759401933333333;0.0013236917200474326;0.018298093611202177;0.01300999999999999;0.0026838115167992223;0.0009558216418032787;0.00021507090792349722;0.0027774847240437162;0.006407803745901639;0.0010705331847816215;0.0020845797714126716;0.0013512280205827097;0.00027469287165581284;0.0030182877443672884;0.01188837365757297;0.0019866630187298055;0;0
24600;18.08.2023 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009439557183333332;0.0013307036156441077;0.017115634281693985;0.01300999999999999;0.002779499115068848;0.0009496532606557375;0.0002214410090163934;0.0027775775308743166;0.006407387633879782;0.0010572964004936635;0.0021475133243262176;0.001342655103967957;0.00027437214235760405;0.003002377112665498;0.012142553396834439;0.0019586088246994838;0;0
24660;18.08.2023 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006899487433333333;0.0013335961080798368;0.015369723911475409;0.01300999999999999;0.0028597986558284057;0.0009490318418032785;0.00022519504699453538;0.002779895071857922;0.006412958073770493;0.0010703425329259505;0.002094677899713458;0.0013633162383081118;0.00028138133986530027;0.0030806879798563154;0.012163637939045407;0.001978095185171735;0;0
24720;18.08.2023 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708343016666665;0.0013463241968157144;0.015759660322950814;0.01300999999999999;0.00276213068969846;0.0009513133653005464;0.0002230965999999999;0.002780404628415301;0.006408268494535518;0.0010924881493736894;0.0020932849828584183;0.0013598873918256602;0.00027721457878748855;0.0029094075326675435;0.011912617864679679;0.001972177657293747;0;0
24780;18.08.2023 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009466259849999999;0.001370067608549043;0.0163002076330601;0.01300999999999999;0.0028749887592467763;0.0009536580087431694;0.00022007999398907102;0.0027764922950819673;0.006412489789617487;0.0010956984139388402;0.002110559307164071;0.0013743477536906938;0.00028129882649615925;0.0030062958004077656;0.011913154727993498;0.0019827340884864065;0;0.0012835787766142877
24840;18.08.2023 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011970130099999999;0.001347764461091277;0.0188778828147541;0.01300999999999999;0.0027990866007433614;0.0009510732483606555;0.0002187007844262295;0.002778572284153004;0.006407785461748635;0.0010879236979857187;0.0020944862228766624;0.001351368033350886;0.0002802013228906716;0.0030532698597860023;0.012046037303425657;0.0019839811254720005;0;0.024711246931755214
24900;18.08.2023 07:00;0;0;0;0;0;0;0;0.0382863104747117;0.03576566983175817;0.01012172474715383;0.5020636629665846;0.01733321960819673;0.005362621555615462;0.055289221932513635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005659562099999999;0.0004290416975192133;0.025956284142076493;0.01300999999999999;0.0027818158957051;0.0009473310751366116;0.00022491998661202178;0.002774029855191256;0.006412714822404373;0.001069076713060452;0.0020745358977627662;0.001360977984767178;0.000276341906693256;0.0030025796463363412;0.01219312784413179;0.0019783629233792238;0;0.024949369770064563
24960;18.08.2023 08:00;0;0;0;0;0;0;0;0;0;0.0054868350652417285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0107035021;0.0008790875514419841;0.017193104970765025;0.01300999999999999;0.0027631178431246043;0.0009519348866120215;0.00022286452595628398;0.0027752244863387967;0.006407808928961749;0.0010883233315201824;0.0020999724636867525;0.0013658257278303374;0.0002778357058631305;0.0029878216217407386;0.012125706033774785;0.0019879270413787884;0;0.02492826426839823
25020;18.08.2023 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016098564480275145;0;0;0;0;0;0;0;0;0;0.012308295016666663;0.0013830098971853253;0.015391255983606555;0.01300999999999999;0.00282766885362847;0.0009535561797814208;0.0002151750833333333;0.0027784379133879763;0.006413368967213115;0.0010847722534248327;0.002082045599452748;0.0013275273423467308;0.00028513514729552615;0.0029582442763793474;0.01197930902451917;0.0019932693987205173;0;0.024831404531649347
25080;18.08.2023 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006250215417429889;0.011901697811977958;0.004708354212903476;0;0.041985863079568635;0;0.146351934490601;0;0;0;0;0;0;0;0.009434754499999998;0.0013763754967335228;0.01574812815218579;0.01300999999999999;0.0028010778637715087;0.0009535945598360655;0.00022689779863387964;0.002778831825956283;0.006413170885245901;0.0009125304905027297;0.0017642932230192932;0.0013495780257116925;0.00023296486924166392;0.0030517796889460167;0.012415912702965642;0.0019819623689162165;0;0.024817021135424534
25140;18.08.2023 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035563913476911985;0.07116217594043273;0.027372454635879562;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.001348582724652074;0.015168258727868844;0.01300999999999999;0.002751369460437158;0.0009451505229508191;0.00022022980027322392;0.002776599349726774;0.00640775181147541;0;0;0.0013568170499576853;0;0.003031159530023893;0.011772166487546705;0.0020030499954917804;0;0.02521349395218806
25200;18.08.2023 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011266374069074037;0.014302596346918155;0.028144194022032342;0.00949263785702065;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013400887977622154;0.022274219097814203;0.01300999999999999;0.001089684391605375;0.0009515469724043713;0.00021415289726775958;0.0027803229598360644;0.006412937953551912;0.0006408803126752299;0.0012665732134806021;0.001362920736708077;0.00018347551256927503;0.0029366923770682996;0.01191991927151415;0.0019841248933166055;0;0.025029593852248275
25260;18.08.2023 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010556717839043873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010708544099999997;0.0013587549038528567;0.02295423565163934;0.01300999999999999;0.0012488146414589116;0.0009511025363387972;0.0002279303049180327;0.002780104030874316;0.006407808928961749;0.0010516473404987828;0.0021101394363151494;0.0013436261473170358;0.0002742760298453481;0.0030644074554386576;0.011793110269753795;0.001960212097144877;0;0.024984717470015703
25320;18.08.2023 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006954127861563978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009077327849999999;0.001351132008247964;0.01607561179098361;0.01300999999999999;0.001771062789036425;0.0009512241740437157;0.00022132518606557365;0.0027812266237704913;0.00640790900273224;0.0010824925262787099;0.002092951608326966;0.0013180326835867035;0.0002828791450594911;0.0029775590195072347;0.0118519293438134;0.0019642761804555806;0;0.024681591870102205
25380;18.08.2023 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019400391570770788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008156388766666666;0.0013572451154200387;0.015381690430874314;0.01300999999999999;0;0.0009550781478142079;0.00022275378224043707;0.0027798173724043708;0.0064079166967213105;0.001073802467116786;0.0021171826204412973;0.0013587757023448958;0.0002771649642274175;0.003029805216364352;0.011911266161742338;0.0020072437748165613;0;0.024910021272945698
25440;18.08.2023 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018996603818303703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009444398099999998;0.0013518243139554091;0.014654796292076494;0.01300999999999999;0;0.0009540272672131148;0.00021588630928961753;0.0027787349079234957;0.006412749527322405;0.001069039715865476;0.002148748405007732;0.00130755919567415;0.00028336657031806324;0.003007257486401585;0.012059011472837982;0.0019526741308564161;0;0.024805592841334673
25500;18.08.2023 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01914497919263701;0;0;0;0;0;0;0;0;0;0;0.005763154970765029;0;0;0;0.009679145849999996;0.0013350279226013928;0.020622694148633876;0.01300999999999999;0;0.0009468578560109288;0.00022044812377049173;0.002780703224863387;0.0064128378989071035;0.0010599488104216875;0.002032148253465102;0.0013417126199663414;0.00027763708653979596;0.0029688208220019327;0.011918806574032739;0.0019721190532164565;0;0.025389648819523526
25560;18.08.2023 18:00;0;0;0;0;0;0;0;0;0;0.003785554266217211;0;0;0;0;0.5648012876612729;0;0.5213782162373304;0;0.06324770170264564;0;0;0;0;0.30396694796285917;0;0;0;0.013204150595521035;0;0;0;0;0;0;0;0;0;0;0.8148541711202182;0;0.37439933528415276;0;0.008157792766666666;0.0010257819926516138;0.024338556773224045;0.01300999999999999;0.0007935333211383361;0.0009507545893442621;0.00022824015245901627;0.0027810857303278685;0.006412665642076503;0.0010964339003947897;0.0020880782115313495;0.0013608642865391059;0.0002785482947607491;0.0029658328679272785;0.012026244519447046;0.0019941492489559537;0;0.02502794294525704
25620;18.08.2023 19:00;0;0.019999999999999997;0.019999999999999997;0.009999999999999998;0;0;0;0;0;0.01497780413156463;0;0;0;0;0.8775443037292486;0;0.8241931908804463;0;0.10408504250398759;0;0;0;0;0.48941304494977766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14948396460928948;0;0.06002855143715844;0;0.009071121166666666;0;0.015042700523497264;0.01300999999999999;0.0028302787466301478;0.0009548542587431695;0.00022090361147540972;0.002777505210382513;0.0064078317595628416;0.0010848214975152477;0.0020766744128794643;0.0013923896073431725;0.0002833344218226038;0.002938180922514603;0.011983405389273059;0.002019217577834806;0;0.024993882772134365
